,Product_code,Warehouse,1 Month Forecast,MAE,MSE,RMSE,Mean,STD,MSE/Mean,RMSE/STD,KS Test Value,KS p-Value,Status
663,Product_0498,Whse_J...Sequential,7.987487206,7.803373575,107.9863829,10.39164967,2.75,2.277608395,39.26777558,4.562526944,0.5,0.099546772,retrain
664,Product_0499,Whse_J...Sequential,-5.603632828,6.975406346,66.91327528,8.180053501,3.25,4.125631265,20.58870009,1.982739847,0.333333333,0.53609777,deploy and monitor
665,Product_0500,Whse_J...Sequential,-6.516775888,5.020076638,37.47451645,6.121643281,2.083333333,3.522743565,17.9877679,1.737748765,0.5,0.099546772,retrain
666,Product_0501,Whse_J...Sequential,-15.724596,21.78732194,902.6204059,30.04364169,21.83333333,19.17825736,41.34139264,1.566547008,0.333333333,0.53609777,deploy and monitor
667,Product_0502,Whse_J...Sequential,9.944299996,27.51655877,1004.753219,31.6978425,45.5,27.64507189,22.08248834,1.146600111,0.333333333,0.53609777,deploy and monitor
668,Product_0503,Whse_J...Sequential,109.8092881,73.93967304,9085.133742,95.31596793,118.8333333,70.3074597,76.45273836,1.35570206,0.25,0.868981671,deploy
669,Product_0503,Whse_S...Sequential,62.53389733,168.2303669,44176.85073,210.1828983,157.3,113.7981107,280.8445692,1.84698056,0.4,0.417523653,deploy and monitor
670,Product_0504,Whse_J...Sequential,0.461675583,58.13171679,8390.463594,91.59947377,26.30769231,50.90320319,318.9357507,1.799483491,0.230769231,0.897805704,deploy
671,Product_0505,Whse_A...Sequential,401.3913869,179.5308263,115119.1643,339.2921518,80.33333333,51.50943819,1433.018642,6.586989952,0.416666667,0.255775185,retrain
672,Product_0505,Whse_J...Sequential,251.1516367,129.881264,32493.64063,180.2599252,60.91666667,54.04544127,533.4113373,3.335340057,0.416666667,0.255775185,retrain
673,Product_0505,Whse_S...Sequential,61.46919962,65.14453927,8742.127221,93.49934342,11.83333333,29.48964037,738.7713144,3.170582695,0.75,0.001496955,retrain
674,Product_0507,Whse_A...Sequential,19.10844584,51.90830931,11022.68986,104.9889987,27.5,21.60208323,400.8250857,4.860133053,0.4,0.417523653,deploy and monitor
675,Product_0508,Whse_J...Sequential,26.8710104,51.60497318,3771.244033,61.41045541,40.2,38.81958269,93.81204063,1.581945275,0.3,0.786929788,deploy
676,Product_0508,Whse_S...Sequential,-41.9547504,97.0961802,19103.37666,138.2149654,9.083333333,18.90528292,2103.124036,7.310917588,0.666666667,0.007859014,retrain
677,Product_0510,Whse_J...Sequential,-1.83E-18,272.3735512,144579.878,380.2366079,178.25,170.9786171,811.1073101,2.223883983,0.625,0.087024087,retrain
678,Product_0511,Whse_S...Sequential,883.239136,1749.755964,6416169.033,2533.015798,6,13.6381817,1069361.505,185.7297295,1,7.40E-07,retrain
679,Product_0512,Whse_A...Sequential,846.8032671,356.7424663,186208.0936,431.5183584,210,227.380738,886.7052076,1.897778863,0.333333333,0.53609777,deploy and monitor
680,Product_0512,Whse_J...Sequential,21.67623048,173.0540562,48574.87839,220.3970925,67,128.0741972,724.9981849,1.720854764,0.333333333,0.53609777,deploy and monitor
681,Product_0512,Whse_S...Sequential,1210.683978,1382.182362,2300102.98,1516.60904,102.5,146.0778902,22440.02908,10.38219431,1,7.40E-07,retrain
682,Product_0513,Whse_J...Sequential,252.2496654,115.8915347,22495.8457,149.9861517,118.2307692,119.6335133,190.2706533,1.253713508,0.230769231,0.897805704,deploy
683,Product_0514,Whse_J...Sequential,459.3273638,399.2585124,262762.2529,512.6034071,549,397.6971209,478.6197686,1.288929137,0.333333333,0.53609777,deploy and monitor
684,Product_0514,Whse_S...Sequential,2564.508258,1730.876013,5474771.589,2339.822982,583,457.4111936,9390.688832,5.11536013,0.666666667,0.007859014,retrain
685,Product_0515,Whse_S...Sequential,645.029977,435.1267046,415571.6253,644.648451,135.7272727,186.8412505,3061.813716,3.45024693,0.454545455,0.211476088,retrain
686,Product_0516,Whse_A...Sequential,183.4903374,141.1074626,35908.52618,189.4954516,63.08333333,36.37182594,569.2236648,5.209951569,0.5,0.099546772,retrain
687,Product_0516,Whse_J...Sequential,192.3386566,105.3455547,14877.53154,121.973487,45.5,53.52024539,326.9787152,2.279015841,0.333333333,0.53609777,deploy and monitor
688,Product_0516,Whse_S...Sequential,475.5079072,754.9990433,818614.7133,904.7732939,160.7692308,150.5901998,5091.861853,6.008181773,0.923076923,5.00E-06,retrain
689,Product_0517,Whse_J...Sequential,132.2153098,126.2070578,21783.26095,147.5915341,174.75,114.2534646,124.6538538,1.291790447,0.333333333,0.53609777,deploy and monitor
690,Product_0517,Whse_S...Sequential,362.3865083,615.1611748,623803.7524,789.8124793,194.1666667,335.7481281,3212.723189,2.352395778,0.666666667,0.007859014,retrain
691,Product_0518,Whse_S...Sequential,32.71647364,13.92274851,369.0437339,19.21051103,1.166666667,1.771690969,316.3232005,10.84303717,0.666666667,0.007859014,retrain
692,Product_0519,Whse_S...Sequential,2.083357418,11.09250609,179.0166138,13.37970903,2.666666667,4.20977698,67.13123019,3.178246519,0.583333333,0.031436056,retrain
693,Product_0520,Whse_J...Sequential,5.026879159,11.70994858,255.141075,15.97313604,15.41666667,12.57284331,16.54969135,1.270447396,0.5,0.099546772,retrain
694,Product_0520,Whse_S...Sequential,-13.88101783,64.90719099,10513.44394,102.5350864,11,20.30188825,955.7676307,5.05051969,0.583333333,0.031436056,retrain
695,Product_0521,Whse_S...Sequential,4.603264627,30.93697111,2281.292037,47.762873,10.5,11.42730648,217.2659083,4.179714011,0.25,0.868981671,deploy
696,Product_0522,Whse_S...Sequential,246.3611237,578.5284078,844351.1609,918.8858258,52,92.9946235,16237.52233,9.881063993,0.833333333,0.00020413,retrain
697,Product_0523,Whse_S...Sequential,466.5422368,405.7357485,391191.7049,625.4531996,31,53.93514624,12619.08725,11.59639388,0.5,0.099546772,retrain
698,Product_0524,Whse_J...Sequential,164.4507696,60.97864041,5393.047373,73.43737041,8.333333333,9.689627902,647.1656848,7.578967031,0.5,0.099546772,retrain
699,Product_0524,Whse_S...Sequential,157.6218051,263.4616516,106790.3964,326.7879992,88.33333333,105.8224404,1208.947884,3.088078465,0.833333333,0.00020413,retrain
700,Product_0525,Whse_J...Sequential,-1.61738731,3.862055831,24.4804636,4.9477736,1.583333333,2.059867849,15.46134543,2.401985934,0.333333333,0.53609777,deploy and monitor
701,Product_0525,Whse_S...Sequential,2.802087856,8.847060803,170.4997679,13.05755597,1.666666667,3.171049598,102.2998607,4.117739431,0.5,0.099546772,retrain
702,Product_0526,Whse_J...Sequential,-0.791104001,2.849522474,17.78945679,4.217754947,1.25,1.963203165,14.23156544,2.148404721,0.5,0.099546772,retrain
703,Product_0526,Whse_S...Sequential,2.742213903,8.983620139,134.1273698,11.58133714,1.916666667,3.47510991,69.97949731,3.33265348,0.5,0.099546772,retrain
704,Product_0527,Whse_S...Sequential,-9.634117472,28.85067699,2260.25159,47.54210334,8.4,8.392854103,269.0775703,5.664593088,0.5,0.167821343,retrain
705,Product_0528,Whse_S...Sequential,3.000959017,16.73526712,421.5049996,20.53058693,5.076923077,7.66070431,83.02371205,2.679986865,0.538461538,0.044272446,retrain
706,Product_0529,Whse_J...Sequential,1.240954768,11.80469891,195.9165752,13.99702023,14.33333333,11.76388069,13.66859827,1.189830176,0.5,0.099546772,retrain
707,Product_0529,Whse_S...Sequential,2.383178203,21.57101563,745.0746188,27.29605501,19.25,14.16642157,38.70517501,1.926813689,0.333333333,0.53609777,deploy and monitor
708,Product_0530,Whse_S...Sequential,-19.27983506,11.28634982,244.7077187,15.64313647,3.916666667,6.512274735,62.47856647,2.402100204,0.416666667,0.255775185,retrain
709,Product_0531,Whse_S...Sequential,59.94583175,11.35453947,388.6732125,19.71479679,2.333333333,3.74907396,166.5742339,5.258577719,0.416666667,0.255775185,retrain
710,Product_0532,Whse_S...Sequential,1678.568432,577.1530346,658318.8751,811.3685199,26.5,59.8727818,24842.2217,13.55154205,0.75,0.001496955,retrain
711,Product_0533,Whse_A...Sequential,314.3863046,97.30007531,20578.27676,143.4513045,35.91666667,49.02628263,572.9450605,2.926008189,0.5,0.099546772,retrain
712,Product_0533,Whse_J...Sequential,49.93432104,53.15552738,7409.982897,86.08125753,50.91666667,88.59501334,145.531579,0.971626441,0.333333333,0.53609777,deploy and monitor
713,Product_0533,Whse_S...Sequential,148.1308072,305.7683441,136469.7605,369.4181378,47.30769231,143.6782648,2884.726646,2.571148379,0.769230769,0.000499971,retrain
714,Product_0534,Whse_J...Sequential,264.4023563,68.41509001,8715.61519,93.35745921,46.5,92.66831533,187.4325847,1.007436672,0.333333333,0.53609777,deploy and monitor
715,Product_0534,Whse_S...Sequential,431.6494417,557.1912942,610788.7607,781.5297567,92.16666667,87.50888844,6627.002828,8.930861432,0.75,0.001496955,retrain
716,Product_0535,Whse_S...Sequential,-28.85559243,98.52406841,13130.34906,114.5877352,16,24.49489743,820.646816,4.6780247,0.538461538,0.044272446,retrain
717,Product_0536,Whse_S...Sequential,8.588840475,26.98529193,1059.576997,32.55114433,0.583333333,1.320248293,1816.41771,24.65532014,0.916666667,1.78E-05,retrain
718,Product_0537,Whse_J...Sequential,0.176672795,14.95836385,787.9291885,28.07007639,7.666666667,11.84858172,102.7733724,2.369066361,0.416666667,0.255775185,retrain
719,Product_0537,Whse_S...Sequential,19.00117769,33.80879588,2736.270055,52.30936871,4.384615385,8.11018791,624.0615915,6.449834368,0.615384615,0.01264927,retrain
720,Product_0538,Whse_J...Sequential,28.85475323,18.42059442,475.7508774,21.81171422,23.83333333,17.62495075,19.96157528,1.237547528,0.25,0.868981671,deploy
721,Product_0538,Whse_S...Sequential,54.93617305,99.95870999,21668.9893,147.2039038,39.66666667,51.5272312,546.2770413,2.856817655,0.416666667,0.255775185,retrain
722,Product_0539,Whse_J...Sequential,2.324884622,10.47761063,166.2095632,12.89222879,7.416666667,7.005454224,22.41027818,1.840313044,0.333333333,0.53609777,deploy and monitor
723,Product_0539,Whse_S...Sequential,-2.703465401,46.35550141,4731.673565,68.78716134,1.666666667,5.527707984,2839.004139,12.4440657,0.666666667,0.007859014,retrain
724,Product_0540,Whse_J...Sequential,-1.927308858,4.495858436,34.44302123,5.868817703,5.333333333,4.552166761,6.45806648,1.289236096,0.583333333,0.031436056,retrain
725,Product_0541,Whse_S...Sequential,1.900604851,20.33897392,692.129888,26.30836156,3.538461538,7.333960884,195.6019249,3.587196874,0.615384615,0.01264927,retrain
726,Product_0542,Whse_S...Sequential,16.16630898,67.28619432,9145.509693,95.63215826,18.1,37.31340242,505.2767786,2.562943931,0.5,0.167821343,retrain
727,Product_0543,Whse_S...Sequential,292.6174187,260.4268855,87878.38052,296.442879,231.5,151.0653832,379.6042355,1.962348175,0.25,0.868981671,deploy
728,Product_0544,Whse_A...Sequential,31.2626244,48.69227996,3579.151875,59.82601337,4.833333333,8.706638591,740.5141811,6.871310063,0.666666667,0.007859014,retrain
729,Product_0544,Whse_J...Sequential,-10.67931034,137.4142218,78323.50615,279.8633705,15,11.14300977,5221.567076,25.1155995,0.583333333,0.031436056,retrain
730,Product_0544,Whse_S...Sequential,361.0136243,136.110046,32461.69487,180.1712931,117.3636364,199.7176519,276.5907386,0.902130039,0.545454545,0.074660633,retrain
731,Product_0545,Whse_J...Sequential,213.2362371,165.6489779,59481.62085,243.8885419,84.16666667,56.19287222,706.7123269,4.340204232,0.416666667,0.255775185,retrain
732,Product_0546,Whse_J...Sequential,257.6881561,218.3280948,121032.5653,347.8973487,267.1666667,148.7575395,453.0227021,2.338687168,0.333333333,0.53609777,deploy and monitor
733,Product_0547,Whse_A...Sequential,230.8467145,178.0276179,48040.21181,219.1807743,159.4166667,73.48861401,301.3499957,2.982513376,0.333333333,0.53609777,deploy and monitor
734,Product_0547,Whse_J...Sequential,96.11272925,203.9792145,73852.92007,271.7589374,160.3333333,217.7641436,460.6211231,1.247950801,0.25,0.868981671,deploy
735,Product_0548,Whse_A...Sequential,-9.641789613,70.62007653,7076.548297,84.12222237,71,58.58327406,99.66969432,1.43594266,0.333333333,0.53609777,deploy and monitor
736,Product_0548,Whse_J...Sequential,148.845897,164.6066582,48727.15313,220.7422776,112.5833333,96.07241915,432.8096503,2.297665444,0.333333333,0.53609777,deploy and monitor
737,Product_0549,Whse_S...Sequential,3927.488917,2476.629663,10711934.48,3272.909176,375,414.5780988,28565.1586,7.894553971,0.5,0.099546772,retrain
738,Product_0550,Whse_C...Sequential,933.992318,2890.558624,10420597.64,3228.095049,1708.333333,1232.516621,6099.862035,2.619108734,0.5,0.099546772,retrain
739,Product_0551,Whse_C...Sequential,-8.22E-14,649.7970515,725262.741,851.6235911,444.4444444,368.5138656,1631.841167,2.310967566,0.555555556,0.125874126,retrain
740,Product_0551,Whse_S...Sequential,461.1103539,3578.607424,16470409.66,4058.375249,4500,2327.373341,3660.091035,1.743757728,0.666666667,0.007859014,retrain
741,Product_0552,Whse_C...Sequential,13052.69844,18984.2438,772645117.7,27796.4947,9541.666667,9276.894086,80975.90753,2.996314762,0.333333333,0.53609777,deploy and monitor
742,Product_0552,Whse_S...Sequential,3028.330691,5699.378705,145057812.4,12043.99487,583.3333333,702.1791478,248670.5356,17.15231064,0.5,0.099546772,retrain
743,Product_0553,Whse_C...Sequential,15646.15829,6170.448836,60532383.07,7780.255977,5083.333333,3768.473018,11908.00978,2.064564597,0.333333333,0.53609777,deploy and monitor
744,Product_0553,Whse_S...Sequential,8600.490843,14590.0723,460362018.7,21456.04853,7750,14639.41597,59401.55079,1.465635554,0.666666667,0.007859014,retrain
745,Product_0554,Whse_S...Sequential,1323.014946,8174.869098,99837780.15,9991.885716,4272.727273,4735.569642,23366.28897,2.109964898,0.545454545,0.074660633,retrain
746,Product_0555,Whse_C...Sequential,482.8449165,1547.66804,5664448.732,2380.010238,708.3333333,1009.503453,7996.868798,2.35760485,0.416666667,0.255775185,retrain
747,Product_0556,Whse_C...Sequential,172573.3788,41759.85905,3453584649,58767.20726,34916.66667,21596.52107,98909.34556,2.721142312,0.416666667,0.255775185,retrain
748,Product_0556,Whse_S...Sequential,2436.381679,13111.09788,609283629,24683.6713,3041.666667,3986.740175,200312.426,6.191442186,0.666666667,0.007859014,retrain
749,Product_0557,Whse_C...Sequential,220.6529915,941.2212547,2741321.725,1655.693729,583.3333333,1133.455876,4699.408672,1.460748287,0.583333333,0.031436056,retrain
750,Product_0557,Whse_S...Sequential,86616.90178,26422.00766,1165877613,34144.95003,11083.33333,15820.38945,105191.965,2.158287579,0.583333333,0.031436056,retrain
751,Product_0558,Whse_C...Sequential,3602.628826,8258.983349,98245217.73,9911.872564,2750,3662.308015,35725.53372,2.706455198,0.4,0.417523653,deploy and monitor
752,Product_0558,Whse_S...Sequential,6987.725346,15228.69546,497088910,22295.4908,9666.666667,8289.886744,51422.99069,2.689480748,0.333333333,0.53609777,deploy and monitor
753,Product_0559,Whse_C...Sequential,11225.3064,2695.941102,15755017.66,3969.259082,1136.363636,1298.441532,13864.41554,3.056940942,0.272727273,0.832587691,deploy
754,Product_0560,Whse_S...Sequential,6426.785001,5081.517944,53638014.33,7323.797808,1166.666667,2495.774206,45975.44086,2.934479325,0.583333333,0.031436056,retrain
755,Product_0561,Whse_C...Sequential,2594.522473,2486.234811,8140405.14,2853.139523,981.8181818,994.3642846,8291.153384,2.869310139,0.727272727,0.004366119,retrain
756,Product_0561,Whse_S...Sequential,4975.368645,4506.200127,44460372.15,6667.861138,4366.666667,4900.396809,10181.76462,1.360677798,0.333333333,0.53609777,deploy and monitor
757,Product_0562,Whse_C...Sequential,1578.31284,1639.863954,5767367.32,2401.534368,1833.333333,1738.453975,3145.83672,1.381419585,0.666666667,0.007859014,retrain
758,Product_0562,Whse_S...Sequential,2721.046336,4841.882069,41020578.01,6404.730909,1183.333333,1803.160805,34665.27719,3.55194661,0.583333333,0.031436056,retrain
759,Product_0563,Whse_S...Sequential,968.5492497,2673.545319,12265964.53,3502.279905,1116.666667,1379.512796,10984.44585,2.538780296,0.5,0.099546772,retrain
760,Product_0564,Whse_J...Sequential,1256.835683,3206.498202,21913701.1,4681.207227,1968,2621.837524,11135.01072,1.785468087,0.25,0.868981671,deploy
761,Product_0565,Whse_A...Sequential,2.539193989,9.03648625,126.4450023,11.24477667,6.083333333,6.626441143,20.78547983,1.696955639,0.416666667,0.255775185,retrain
762,Product_0566,Whse_S...Sequential,-6.412664824,853.510667,3467197.216,1862.041142,116.875,167.4450936,29665.85853,11.12030877,0.5,0.282672883,retrain
763,Product_0567,Whse_A...Sequential,0,97.66666792,26315.66678,162.221043,43.16666667,40.29233453,609.6293462,4.026101859,0.5,0.474025974,deploy and monitor
764,Product_0569,Whse_J...Sequential,424.5000707,122.6666864,28468.75582,168.7268675,137.1666667,77.32273634,207.5486451,2.182111957,0.333333333,0.930735931,deploy
765,Product_0569,Whse_S...Sequential,1.16E-15,177.4869157,185190.9145,430.3381397,17.28571429,24.00425132,10713.52398,17.92758016,0.428571429,0.575174825,deploy and monitor
766,Product_0570,Whse_J...Sequential,34.50000575,351.6666893,178985.6162,423.066917,277.6666667,191.9693263,644.6060609,2.203825607,0.333333333,0.930735931,deploy
767,Product_0570,Whse_S...Sequential,599.7908192,487.6516493,439364.8679,662.8460364,36,54.83611948,12204.57967,12.08776337,0.625,0.087024087,retrain
768,Product_0571,Whse_J...Sequential,0,112.833338,23634.83455,153.73625,30.5,25.27680096,774.9126083,6.082108659,0.333333333,0.930735931,deploy
769,Product_0571,Whse_S...Sequential,-97.53276402,258.9151008,114518.6329,338.4060178,3.125,4.166458328,36645.96253,81.22150545,0.75,0.018648019,retrain
770,Product_0573,Whse_S...Sequential,1216.253812,332.4137375,268285.9334,517.9632548,5.571428571,8.813255323,48153.88547,58.7709349,0.714285714,0.053030303,retrain
771,Product_0574,Whse_S...Sequential,187.1500386,43.79875222,6122.305222,78.24516102,0.857142857,2.099562637,7142.689426,37.26736209,0.571428571,0.212121212,retrain
772,Product_0575,Whse_S...Sequential,179.6138095,31.48595075,4846.395559,69.6160582,10.71428571,26.24453296,452.3302522,2.652592763,0.571428571,0.212121212,retrain
773,Product_0578,Whse_J...Sequential,0,53.8000062,7189.802028,84.79270032,4.6,5.351635264,1563.000441,15.84425996,0.2,1,deploy
774,Product_0578,Whse_S...Sequential,9.0000015,84.1999997,28662.6,169.3003249,11.6,16.60843159,2470.913793,10.19363712,0.2,1,deploy
775,Product_0579,Whse_S...Sequential,0,25,1259.333333,35.48708685,6,13.41640786,209.8888889,2.645051284,0.333333333,0.930735931,deploy
776,Product_0581,Whse_J...Sequential,20.71170512,55.96548806,5989.571542,77.39232224,37.5,32.22964474,159.7219078,2.401277546,0.25,0.868981671,deploy
777,Product_0582,Whse_J...Sequential,578.6368787,293.0217225,160116.4482,400.1455338,580.5,296.095846,275.8250616,1.351405429,0.166666667,0.998485294,deploy
778,Product_0583,Whse_J...Sequential,1145.930655,306.8418016,166718.8584,408.312207,963.5,284.8942786,173.0346221,1.433206061,0.25,0.868981671,deploy
779,Product_0583,Whse_S...Sequential,3.33E-17,178.4647159,149503.7066,386.6570917,149.5,352.4666651,1000.024793,1.097003291,0.416666667,0.255775185,retrain
780,Product_0584,Whse_J...Sequential,808.8655517,222.9561437,88451.35772,297.4077298,111.5,98.66483669,793.2857194,3.014323438,0.416666667,0.255775185,retrain
781,Product_0585,Whse_J...Sequential,90.14788799,56.47293045,6656.740642,81.58885121,39.27272727,34.83230191,169.5003404,2.342333028,0.454545455,0.211476088,retrain
782,Product_0586,Whse_J...Sequential,10.85290829,164.3020123,44710.80761,211.4493027,191.5,147.2234696,233.4768021,1.436247246,0.666666667,0.007859014,retrain
783,Product_0586,Whse_S...Sequential,57.12519039,236.5690827,87190.86893,295.2809999,85.09090909,90.04792113,1024.679015,3.279153991,0.545454545,0.074660633,retrain
784,Product_0587,Whse_S...Sequential,945.9311437,442.7548594,272491.6099,522.0072891,16.15384615,34.53837588,16868.52823,15.11383427,0.846153846,6.25E-05,retrain
785,Product_0588,Whse_J...Sequential,241.8851812,130.3528683,20151.72047,141.9567556,191,109.2108053,105.5063899,1.29984167,0.333333333,0.53609777,deploy and monitor
786,Product_0588,Whse_S...Sequential,653.5642228,438.5382054,277940.4182,527.2005483,71.5,168.3292904,3887.278576,3.131959668,0.583333333,0.031436056,retrain
787,Product_0589,Whse_S...Sequential,765.7285982,1170.775046,2078785.422,1441.79937,1426.5,1281.371433,1457.262827,1.125200182,0.416666667,0.255775185,retrain
788,Product_0590,Whse_J...Sequential,909.3632124,228.0510648,89966.58797,299.9443081,457,135.7166165,196.863431,2.210077998,0.333333333,0.53609777,deploy and monitor
789,Product_0591,Whse_S...Sequential,-94.31754925,94.33049004,10778.91171,103.8215378,39,29.1787594,276.3823514,3.558120356,0.6,0.052447552,retrain
790,Product_0592,Whse_S...Sequential,141.9806267,162.279617,54417.71339,233.2760455,62.72727273,121.3657814,867.5287642,1.922090747,0.636363636,0.020739065,retrain
791,Product_0593,Whse_J...Sequential,61.499325,30.04228915,1640.461958,40.50261668,32,17.88854382,51.26443619,2.264165104,0.333333333,0.53609777,deploy and monitor
792,Product_0593,Whse_S...Sequential,46.53223969,738.1098838,974644.8317,987.24102,595,394.5567133,1638.058541,2.502152382,0.5,0.099546772,retrain
793,Product_0594,Whse_J...Sequential,11.96486921,49.76199861,5412.053267,73.56665866,38,41.01219331,142.4224544,1.793775283,0.333333333,0.53609777,deploy and monitor
794,Product_0595,Whse_S...Sequential,164.5200403,105.065149,18260.30851,135.130709,49.2,51.87831917,371.1444819,2.604762667,0.3,0.786929788,deploy
795,Product_0596,Whse_J...Sequential,114.1383287,110.613577,24155.91008,155.4217169,122.5,45.19679192,197.1911027,3.438777627,0.333333333,0.53609777,deploy and monitor
796,Product_0597,Whse_J...Sequential,0.482815322,4.559454493,36.4155512,6.034529907,1,1.870828693,36.4155512,3.225591915,0.666666667,0.007859014,retrain
797,Product_0598,Whse_J...Sequential,0.294566197,3.598386932,20.72200157,4.552142526,2.833333333,3.104656002,7.313647614,1.466230888,0.333333333,0.53609777,deploy and monitor
798,Product_0599,Whse_A...Sequential,663.3337663,815.8375593,1078171.631,1038.350438,764.9166667,743.2131209,1409.528225,1.397109938,0.333333333,0.53609777,deploy and monitor
799,Product_0600,Whse_J...Sequential,68.0280318,159.3281039,40095.555,200.238745,287.5,218.0644018,139.4628,0.918255081,0.333333333,0.53609777,deploy and monitor
800,Product_0601,Whse_J...Sequential,-3.821937387,74.89837202,13035.004,114.170942,66.66666667,58.9255651,195.5250599,1.937545135,0.333333333,0.53609777,deploy and monitor
801,Product_0602,Whse_J...Sequential,49.98389948,96.72944753,19152.68829,138.3932379,66.66666667,62.36095645,287.2903244,2.219228918,0.25,0.868981671,deploy
802,Product_0603,Whse_J...Sequential,1303.670158,331.5752499,178746.3886,422.7840922,791.6666667,379.6013991,225.784912,1.113757992,0.5,0.099546772,retrain
803,Product_0604,Whse_J...Sequential,467.9855129,443.4773583,297276.7863,545.2309477,458.3333333,327.7660073,648.6038974,1.663476186,0.25,0.868981671,deploy
804,Product_0605,Whse_J...Sequential,251.9044362,534.4775718,413047.6822,642.6878575,716.6666667,450.6168612,576.3456031,1.426240145,0.25,0.868981671,deploy
805,Product_0606,Whse_J...Sequential,3974.257975,1556.838929,3113641.993,1764.551499,3220.833333,933.1193951,966.7193768,1.891024352,0.666666667,0.007859014,retrain
806,Product_0607,Whse_J...Sequential,524.8542287,482.6982645,354726.527,595.5892268,650,275.5675961,545.7331185,2.161318077,0.25,0.868981671,deploy
807,Product_0608,Whse_C...Sequential,520.6120971,341.0590323,243694.4632,493.6541939,297.8461538,137.8995432,818.1890551,3.579810218,0.307692308,0.588196066,deploy and monitor
808,Product_0608,Whse_J...Sequential,304.6249348,85.87398255,11006.92856,104.9139103,263.9166667,77.41388585,41.70607603,1.355233743,0.333333333,0.53609777,deploy and monitor
809,Product_0608,Whse_S...Sequential,344.2686141,132.0216474,28254.42043,168.0905126,117.7692308,126.0324463,239.9134328,1.333708244,0.307692308,0.588196066,deploy and monitor
810,Product_0609,Whse_J...Sequential,13.74428503,18.6609404,472.3501684,21.73361839,24.69230769,10.07956513,19.12944607,2.156205959,0.307692308,0.588196066,deploy and monitor
811,Product_0609,Whse_S...Sequential,1.305941863,18.14411987,1034.428701,32.16253568,0.833333333,1.950783318,1241.314442,16.48698519,0.75,0.001496955,retrain
812,Product_0610,Whse_C...Sequential,158.5268508,184.6804147,55124.08483,234.7851887,28.25,32.23126071,1951.295038,7.284393584,0.583333333,0.031436056,retrain
813,Product_0611,Whse_C...Sequential,6.088655827,5.824759679,80.05720275,8.94746907,3.181818182,5.253884828,25.16083515,1.703019644,0.272727273,0.832587691,deploy
814,Product_0612,Whse_J...Sequential,1.680115361,11.02807739,746.3835031,27.32002019,0.7,0.781024968,1066.262147,34.97970145,0.6,0.052447552,retrain
815,Product_0613,Whse_C...Sequential,36.57016576,55.40649685,4356.874969,66.00662822,55.69230769,51.24959229,78.23118037,1.287944455,0.307692308,0.588196066,deploy and monitor
816,Product_0613,Whse_J...Sequential,704.1262606,135.4990002,44433.47003,210.792481,553.25,111.0961483,80.31354728,1.897387841,0.416666667,0.255775185,retrain
817,Product_0613,Whse_S...Sequential,71.807009,39.98622783,2194.399165,46.84441445,44,32.00260406,49.8727083,1.463768835,0.25,0.868981671,deploy
818,Product_0614,Whse_C...Sequential,55.57973639,88.86416955,13552.91218,116.4169755,69.30769231,94.79482671,195.5470126,1.228094185,0.538461538,0.044272446,retrain
819,Product_0614,Whse_J...Sequential,46.58510852,33.760584,2210.951498,47.02075604,78.08333333,21.20714633,28.31528066,2.217212788,0.25,0.868981671,deploy
820,Product_0614,Whse_S...Sequential,47.38432534,82.17098383,12124.4643,110.1111452,11.08333333,14.0857986,1093.936628,7.817174469,0.666666667,0.007859014,retrain
821,Product_0615,Whse_C...Sequential,12.79914133,38.3798998,2161.535401,46.4923155,48.91666667,37.7258937,44.18811722,1.232371481,0.333333333,0.53609777,deploy and monitor
822,Product_0615,Whse_J...Sequential,17.88683246,5.2705364,49.49296335,7.035123549,5.333333333,3.793268892,9.279930628,1.854633497,0.25,0.868981671,deploy
823,Product_0616,Whse_J...Sequential,11.88501943,8.699247565,98.16224652,9.907686235,14.5,7.879297769,6.769810105,1.257432645,0.166666667,0.998485294,deploy
824,Product_0617,Whse_C...Sequential,0.66013303,6.092291583,71.16328104,8.435833156,5.916666667,10.36386618,12.0275968,0.813965851,0.416666667,0.255775185,retrain
825,Product_0617,Whse_J...Sequential,4.047557212,5.447813506,42.3024151,6.504030681,4.25,3.467107344,9.953509434,1.875924232,0.333333333,0.53609777,deploy and monitor
826,Product_0618,Whse_J...Sequential,5401.594992,1512.481166,3393771.614,1842.219209,4960.416667,846.8359206,684.170674,2.175414581,0.416666667,0.255775185,retrain
827,Product_0619,Whse_J...Sequential,1185.040483,479.5040378,434306.2145,659.0191306,645.8333333,261.7714758,672.4741386,2.517536063,0.25,0.868981671,deploy
828,Product_0620,Whse_C...Sequential,254.180419,570.1429608,617579.6533,785.8623628,231.25,114.1111483,2670.614717,6.886814956,0.416666667,0.255775185,retrain
829,Product_0620,Whse_J...Sequential,801.375727,178.6501242,55203.26292,234.9537463,636.2307692,103.8291154,86.76610059,2.262888838,0.384615385,0.299920197,retrain
830,Product_0620,Whse_S...Sequential,35.00717298,64.655476,6706.038786,81.89040717,57.75,38.99171921,116.1218837,2.100199961,0.5,0.099546772,retrain
831,Product_0621,Whse_J...Sequential,89.80277656,39.32787552,2526.29695,50.26228158,58.58333333,23.76782956,43.12313428,2.114719034,0.583333333,0.031436056,retrain
832,Product_0621,Whse_S...Sequential,-1.045121625,60.28243555,4839.984933,69.57000024,32.41666667,47.4806247,149.3054478,1.465229252,0.416666667,0.255775185,retrain
